NRO;ID_ESTABLECIMIENTO;NOMBRE_OFICIAL;COORDENADAS_X;COORDENADAS_Y;RED_DE_ATENCION;INSTITUCION;NIVEL_DE_ATENCION;TIPOLOGIA;CODIGO_PROVINCIA;PROVINCIA;CODIGO_CANTON;CANTON;CODIGO_PARROQUIA;PARROQUIA;HORARIO_DE_ATENCION;AÑO;MES;ATENCIONES_CONSULTA_EXTERNA ;ATENCIONES_EMERGENCIA;EGRESOS_HOSPITALARIO;ATENCIONES_DE_AMBULANCIA;CIRUGIAS;CAMAS_CENSABLES_DOTACION;PROMEDIO_DE_CAMAS_DE_DISP;INDICE_DE_OCUPACION_DE_CAMAS;GIRO_DE_CAMA;% _ABASTECIMIENTO >1MES_GENERAL_MEDIC;%_ABASTECIMIENTO >1MES_ESENCIALES_MEDIC;%_ABASTECIMIENTO >1MES_VITALES_MEDIC;%_ABASTECIMIENTO >1MES_GENERAL_(DISPOSITIVOS_MEDICOS);EJECUCION_PRESUPUESTARIA_PRESUPUESTO_EJECUTADO;EJECUCIÓN PRESUPUESTARIA - PRESUPUESTO ASIGNADO;%_EJECUCION_PRESUPUESTARIA_RESULTADO ((Presupuesto ejecutado / Presupuesto asignado) × 100);INDICE_DE_AUSENTISMO_PACIENTE;NUMERO_DE_PROFESIONALES_ACTUALES_OPERATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ADMINISTRATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ESPECIALIDAD;%_INDICE_DE_SATISFACCION_DEL_PACIENTE
1160;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Mayo;2472;;;19;;;;;;75,18%;;;88%;2,8735E+15;1018081;28%;24%;20;10;;89,96%
1161;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Junio;2757;;;40;;;;;;72,99%;;;90%;3,40176E+15;1018081;33%;23%;20;10;;89,96%
1162;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Julio;3321;;;20;;;;;;74,64%;;;90%;4,06758E+15;1018081;40%;20%;21;10;;89,96%
1163;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Agosto;2072;;;25;;;;;;82,01%;;;88%;4761191;1018081;47%;28%;21;10;;89,96%
1164;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Septiembre;3035;;;22;;;;;;85,61%;;;87%;5,74164E+15;1018081;56%;23%;21;10;;89,96%
1165;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Octubre;2876;;;18;;;;;;86,33%;;;84%;6,46231E+15;102174613;63%;23%;21;10;;89,96%
1166;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Noviembre;2261;;;23;;;;;;86,23%;;;80%;7,42256E+15;102174613;73%;21%;19;10;;89,96%
1167;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Diciembre;2645;;;26;;;;;;88,41%;;;78%;;;;23%;19;8;;89,96%
1168;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Enero;1556;;;21;;;;;;77,32%;;;64%;3803139;859251;4%;25%;14;9;;89,96%
1169;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Febrero;1429;;;18;;;;;;73,20%;;;66%;7,94333E+15;859251;9%;22%;14;9;;89,96%
1170;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Marzo;1229;;;11;;;;;;74,00%;;;64%;1,23402E+16;859251;14%;24%;14;9;;89,96%
1171;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Abril;1453;;;25;;;;;;78,70%;;;63%;1,79575E+16;860096;21%;30%;15;8;;89,96%
1172;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Mayo;1086;;;26;;;;;;77,78%;;;61%;22919022;860096;27%;36%;15;8;;89,96%
1173;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Junio;1539;;;31;;;;;;71,30%;;;76%;27703952;860096;32%;38%;15;8;;89,96%
1174;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Julio;1891;;;43;;;;;;69,44%;;;83%;3,23441E+16;860096;38%;31%;15;8;;89,96%
1175;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Agosto;1233;;;48;;;;;;76,85%;;;82%;3,7809E+16;860096;44%;22%;15;8;;89,96%
1176;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Septiembre;1735;;;47;;;;;;73,15%;;;84%;4,26394E+16;8,60096E+15;50%;29%;15;8;;89,96%
1177;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Octubre;1749;;;37;;;;;;69,44%;;;82%;5,10966E+15;8,60096E+15;59%;23%;15;8;;89,96%
1178;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Noviembre;1072;;;22;;;;;;74,07%;;;79%;5,92804E+15;8,60096E+15;69%;27%;15;7;;89,96%
1179;5446400000;CENTRO DE SALUD A - PÍLLARO;-78,539789;-1,172519;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1808;SANTIAGO DE PÍLLARO;180850;PILLARO;07:30 - 17:00;2025;Diciembre;1577;;;33;;;;;;77,78%;;;81%;;;;28%;15;7;;89,96%
1180;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Enero;576;;;4;;;;;;98,68%;;;76%;1,75244E+16;4,03206E+16;4%;6%;5;4;;89,96%
1181;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Febrero;544;;;4;;;;;;98,68%;;;74%;3475362;4,03206E+16;9%;7%;4;4;;89,96%
1182;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Marzo;531;;;6;;;;;;95,95%;;;76%;5,49222E+16;403206;14%;12%;5;4;;89,96%
1183;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Abril;636;;;;;;;;;95,95%;;;94%;8081175;403544;20%;6%;5;4;;89,96%
1184;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Mayo;663;;;;;;;;;91,89%;;;95%;1,00415E+16;4,61451E+16;22%;8%;5;4;;89,96%
1185;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Junio;604;;;2;;;;;;90,54%;;;96%;12569359;4,61451E+16;27%;8%;5;4;;89,96%
1186;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Julio;562;;;8;;;;;;85,90%;;;94%;1,47699E+16;46145087;32%;9%;12;3;;89,96%
1187;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Agosto;540;;;16;;;;;;87,78%;;;98%;1,72492E+16;46145087;37%;17%;10;3;;89,96%
1188;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Septiembre;452;;;18;;;;;;91,11%;;;94%;1,97254E+16;46145087;43%;13%;11;3;;89,96%
1189;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Octubre;444;;;22;;;;;;96,67%;;;94%;22881439;46145087;50%;8%;11;3;;89,96%
1190;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Noviembre;337;;;5;;;;;;93,33%;;;95%;25791617;46145087;56%;13%;13;3;;89,96%
1191;5455200000;PUESTO DE SALUD - CHUNCHI;-78,920723;-2,28918;RPIS;IESS;I NIVEL;PUESTO DE SALUD;6;CHIMBORAZO;605;CHUNCHI;60550;CHUNCHI;08:00 - 17:00;2025;Diciembre;485;;;5;;;;;;94,44%;;;95%;;;;9%;13;3;;89,96%
1192;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Enero;2011;;;17;;;;;;50,38%;52%;-;87%;5,06239E+16;931592;5%;18%;25;9;;89,96%
1193;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Febrero;1495;;;10;;;;;;55,81%;56%;100%;84%;11043416;931592;12%;25%;25;9;;89,96%
1194;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Marzo;2016;;;3;;;;;;48,84%;50%;100%;83%;17456201;931592;19%;21%;25;9;;89,96%
1195;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Abril;1891;;;7;;;;;;51,16%;52%;100%;83%;2,45176E+16;932437;26%;25%;24;9;;89,96%
1196;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Mayo;1893;;;16;;;;;;57,60%;58%;100%;90%;31222335;932437;33%;22%;25;9;;89,96%
1197;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Junio;1991;;;20;;;;;;55,20%;55%;100%;89%;3,77581E+15;932437;40%;24%;24;9;;89,96%
1198;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Julio;2115;;;13;;;;;;75,20%;75%;100%;82%;4,44285E+15;97096575;46%;22%;25;9;;89,96%
1199;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Agosto;1458;;;26;;;;;;78,74%;79%;100%;80%;5,18052E+15;9,70966E+15;53%;23%;25;8;;89,96%
1200;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Septiembre;1779;;;21;;;;;;75,59%;76%;100%;86%;6,07124E+15;9,84721E+15;62%;25%;24;8;;89,96%
1201;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Octubre;1878;;;11;;;;;;71,88%;72%;100%;84%;6,76363E+15;9,84721E+15;69%;19%;24;8;;89,96%
1202;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Noviembre;1357;;;5;;;;;;67,19%;67%;100%;83%;7,74032E+15;9,84721E+15;79%;19%;24;8;;89,96%
1203;5457300000;CENTRO DE SALUD B - SAN MIGUEL DE BOLÍVAR;-79,050389;-1,706644;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;2;BOLIVAR;205;SAN MIGUEL;20550;SAN MIGUEL;07:00 - 17:00;2025;Diciembre;1698;;;35;;;;;;63,57%;63%;100%;83%;;;;23%;24;8;;89,96%
1204;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Enero;2488;;;44;;;;;;74,14%;;;89%;3768644;685423;6%;23%;16;10;;89,96%
1205;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Febrero;2456;;;24;;;;;;71,55%;;;88%;8069623;685423;12%;13%;16;10;;89,96%
1206;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Marzo;2073;;;33;;;;;;69,37%;;;87%;12963658;7,03587E+15;18%;13%;16;10;;89,96%
1207;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Abril;2393;;;50;;;;;;72,07%;;;86%;18456847;7,03925E+15;26%;15%;16;10;;89,96%
1208;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Mayo;2211;;;36;;;;;;69,37%;;;82%;2,28908E+16;7,03925E+15;33%;19%;16;10;;89,96%
1209;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Junio;2365;;;31;;;;;;66,67%;;;79%;3015028;7039247;43%;24%;16;10;;89,96%
1210;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Julio;2461;;;54;;;;;;64,86%;;;82%;34848615;7,03925E+15;50%;18%;16;10;;89,96%
1211;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Agosto;2180;;;15;;;;;;62,16%;;;92%;4,22531E+15;7,03925E+15;60%;13%;16;9;;89,96%
1212;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Septiembre;1934;;;;;;;;;62,16%;;;91%;48066818;7,03925E+15;68%;13%;16;9;;89,96%
1213;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Octubre;2421;;;5;;;;;;65,77%;;;93%;5,37559E+15;7039247;76%;15%;16;9;;89,96%
1214;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Noviembre;1888;;;42;;;;;;63,06%;;;93%;605857;7,03925E+15;86%;14%;16;9;;89,96%
1215;5458500000;CENTRO DE SALUD A - PARQUE INDUSTRIAL;-78,636272;-1,679227;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;6;CHIMBORAZO;601;RIOBAMBA;60150;RIOBAMBA;07:30 - 17:00;2025;Diciembre;2899;;;39;;;;;;62,16%;;;92%;;;;19%;16;9;;89,96%
1216;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Enero;;;;;;;;;;80,75%;;;100%;32874086;4,70441E+16;7%;;69;23;;89,96%
1217;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Febrero;;;;;;;;;;81,99%;;;100%;7,0626E+15;4,70441E+15;15%;;69;23;;89,96%
1218;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Marzo;;;;;;;;;;81,37%;;;100%;9,50597E+15;4,70441E+15;20%;;69;23;;89,96%
1219;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Abril;;;;;;;;;;77,02%;;;74%;1,17171E+16;4,7056E+15;25%;;68;24;;89,96%
1220;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Mayo;;;;;;;;;;77,02%;;;74%;136492703;4,7056E+15;29%;;68;24;;89,96%
1221;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Junio;;;;;;;;;;80,12%;;;75%;156182284;4,7056E+15;33%;;67;23;;89,96%
1222;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Julio;;;;;;;;;;80,12%;;;80%;175922388;4,7056E+15;37%;;67;25;;89,96%
1223;4112500000;CENTRO DE ESPECIALIDADES - SUR OCCIDENTAL;-78,533261;-0,243135;RPIS;IESS;II NIVEL;CENTRO DE ESPECIALIDADES;17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170107;CHILIBULO;CERRADO;2025;Agosto;;;;;;;;;;82,72%;;;79%;20150717;470559544;43%;;67;21;;89,96%
1224;170014;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL BATÁN;-78,473506;-0,161853;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170114;JIPIJAPA;06:00 - 22:00;2024;Enero;14184;6477;;43;262;;;;;84%;74%;100%;83%;4,12014E+16;8,71205E+15;4,73%;22%;169;75;;73,41%
1225;170014;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL BATÁN;-78,473506;-0,161853;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170114;JIPIJAPA;06:00 - 22:00;2024;Febrero;11144;6128;;26;218;;;;;84%;72%;100%;80%;99579779;871204598;11,43%;21%;170;77;;73,41%
1226;170014;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL BATÁN;-78,473506;-0,161853;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170114;JIPIJAPA;06:00 - 22:00;2024;Marzo;12824;6395;;;250;;;;;78%;78%;100%;80%;148046758;871762298;16,98%;21%;168;76;;73,41%
1227;170014;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL BATÁN;-78,473506;-0,161853;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170114;JIPIJAPA;06:00 - 22:00;2024;Abril;14344;6204;;;276;;;;;78%;78%;100%;85%;2,07721E+16;871762298;23,83%;21%;166;78;;73,41%
1228;170014;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - EL BATÁN;-78,473506;-0,161853;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);17;PICHINCHA;1701;DISTRITO METROPOLITANO DE QUITO;170114;JIPIJAPA;06:00 - 22:00;2024;Mayo;13040;7259;;;227;;;;;78%;78%;100%;89%;2,64218E+16;871762298;30,31%;21%;167;79;;73,41%
